customer_id,customer_name,gender,age_group,membership_tier,registration_date,preferred_store_id,customer_taxonomies,total_purchases,total_spend,avg_basket_size,purchase_frequency,days_since_last_purchase,unique_products,unique_stores,avg_qty_per_txn,promo_sensitivity
CUS-00842,โกวิทย์ นักรบ,M,18-25,bronze,2025-04-22,STR-009,M > 18-25 > bronze,50,17352.28,347.05,1.14,27,41,10,2.48,0.14
CUS-00843,บุญญกัลป์ ขันธุลา,M,46-55,silver,2020-12-06,STR-002,M > 46-55 > silver,107,41796.55,390.62,1.22,1,66,10,2.47,0.1589
CUS-00844,ราชันทร์ ทองสุกเลิศ,M,26-35,bronze,2024-05-15,STR-005,M > 26-35 > bronze,52,19795.72,380.69,1.11,266,38,10,2.6,0.1346
CUS-00845,สีหราช นุ่มกัน,M,65+,bronze,2021-06-01,STR-003,M > 65+ > bronze,49,18925.71,386.24,1.11,138,38,10,2.49,0.1633
CUS-00846,สิริรัตน์ ธัญเสถียร,F,26-35,bronze,2024-01-01,STR-006,F > 26-35 > bronze,48,21444.73,446.77,1.07,133,41,10,2.6,0.1667
CUS-00847,ศิริเกศ ร่มธิติรัตน์,F,46-55,platinum,2023-01-20,STR-009,F > 46-55 > platinum,222,87358.8,393.51,1.56,73,84,10,2.62,0.1667
CUS-00848,ปิยวดี ดาวอร่าม,M,65+,silver,2025-02-13,STR-010,M > 65+ > silver,89,45242.06,508.34,1.14,48,61,10,3.22,0.2022
CUS-00849,ชรินทร์ทิพย์ ถมังรักษสัตว์,M,65+,silver,2023-06-22,STR-006,M > 65+ > silver,109,50306.47,461.53,1.16,163,70,10,2.72,0.1927
CUS-00850,จณิตตา ทวนทอง,F,26-35,gold,2024-12-14,STR-005,F > 26-35 > gold,151,64070.09,424.31,1.24,75,81,10,2.8,0.2119
CUS-00851,อันธิกา ตระกูลบุญ,M,36-45,bronze,2020-02-13,STR-001,M > 36-45 > bronze,51,22936.98,449.74,1.11,51,39,10,2.69,0.1176
CUS-00852,สุภัทริดา นกทอง,F,26-35,bronze,2025-04-05,STR-009,F > 26-35 > bronze,50,19757.32,395.15,1.11,9,41,10,2.38,0.16
CUS-00853,จินต์จุฑา ถุงเงิน,M,46-55,platinum,2025-05-08,STR-005,M > 46-55 > platinum,245,106257.67,433.7,1.35,7,90,10,3.14,0.2531
CUS-00854,ดารุนี ธรรมทินนา,M,46-55,gold,2022-08-05,STR-001,M > 46-55 > gold,148,64034.91,432.67,1.25,17,73,10,2.84,0.2162
CUS-00855,อาซือมะ เตมิยะเดช,F,26-35,silver,2024-11-25,STR-007,F > 26-35 > silver,92,38178.18,414.98,1.12,77,62,10,3.13,0.1848
CUS-00856,ฉัตรปรียา ถนัดรบ,M,65+,gold,2024-05-15,STR-007,M > 65+ > gold,150,61032.78,406.89,1.33,172,76,10,2.81,0.18
CUS-00857,อริสรา อุลหัสสา,M,18-25,silver,2022-09-08,STR-009,M > 18-25 > silver,113,44716.97,395.73,1.2,50,64,10,2.79,0.1504
CUS-00858,ภัคศุภางค์ ถนัดเดินข่าว,F,56-65,gold,2023-01-18,STR-005,F > 56-65 > gold,161,75096.11,466.44,1.27,25,82,10,3.12,0.1739
CUS-00859,ประภัทร์สรณ์ แน่นดุจป้อม,F,56-65,gold,2024-08-18,STR-004,F > 56-65 > gold,121,49741.24,411.08,1.34,25,64,10,2.63,0.157
CUS-00860,เรืองเกียรติ ธนูปกรณ์,F,26-35,bronze,2021-03-28,STR-008,F > 26-35 > bronze,45,19640.4,436.45,1.15,10,38,9,2.47,0.1778
CUS-00861,ชนิศา สุวรรณหงษ์,F,36-45,gold,2025-07-08,STR-004,F > 36-45 > gold,138,61062.18,442.48,1.22,63,71,10,2.97,0.2101
CUS-00862,มูฮัมหมัดอิมรอน ดาตู,M,26-35,bronze,2025-12-31,STR-001,M > 26-35 > bronze,50,24293.18,485.86,1.14,56,38,10,2.76,0.22
CUS-00863,สิริกานต์ ทองเนื้อดี,M,18-25,bronze,2021-05-27,STR-008,M > 18-25 > bronze,44,13856.5,314.92,1.13,144,31,10,2.61,0.1591
CUS-00864,อัญพัชร์ ปรีชากุลเศรษฐ์,F,26-35,bronze,2020-03-01,STR-008,F > 26-35 > bronze,48,17368.57,361.85,1.12,26,39,10,2.33,0.1875
CUS-00865,มูฮำมัด คำลือ,M,46-55,bronze,2025-08-03,STR-006,M > 46-55 > bronze,44,15189.4,345.21,1.16,7,36,10,2.45,0.1818
CUS-00866,อันธิกา แนวพนิช,F,18-25,bronze,2021-08-21,STR-001,F > 18-25 > bronze,45,26054.54,578.99,1.02,72,36,10,3.53,0.2444
CUS-00867,วิทูลย์ สังข์กรด,M,46-55,bronze,2025-04-09,STR-003,M > 46-55 > bronze,48,24148.07,503.08,1.07,143,40,9,3.27,0.1667
CUS-00868,นันทิกานต์ ไตรบรรพ,M,36-45,gold,2020-02-21,STR-002,M > 36-45 > gold,160,61949.27,387.18,1.33,67,75,10,2.81,0.1562
CUS-00869,ปวีณ ตะละภัฏ,Other,65+,bronze,2024-12-19,STR-004,Other > 65+ > bronze,41,26401.01,643.93,1.11,49,36,10,3.46,0.122
CUS-00870,อณัฐตา นวลฉวี,F,18-25,bronze,2021-01-19,STR-009,F > 18-25 > bronze,49,20251.42,413.29,1.07,185,38,10,2.9,0.2449
CUS-00871,ธนวันต์ เณรานุสนธิ์,F,26-35,silver,2023-07-02,STR-006,F > 26-35 > silver,95,39557.6,416.4,1.23,114,56,10,2.98,0.1684
CUS-00872,พันธุ์เทพ จ้อยนุแสง,M,65+,bronze,2025-11-03,STR-002,M > 65+ > bronze,52,26472.99,509.1,1.21,129,44,10,2.58,0.1538
CUS-00873,ธีริสรา ตันยา,M,65+,bronze,2024-01-16,STR-001,M > 65+ > bronze,34,10312.7,303.31,1.0,124,29,10,2.65,0.2647
CUS-00874,ณปภัช ทองสินธุ์,F,26-35,platinum,2022-08-24,STR-007,F > 26-35 > platinum,214,101103.83,472.45,1.36,40,85,10,3.01,0.1963
CUS-00875,พรเบญญา ธนประทีป,M,26-35,gold,2021-05-05,STR-007,M > 26-35 > gold,143,67724.61,473.6,1.25,21,65,10,2.99,0.1818
CUS-00876,เบญญาทิพย์ ปรีชากุลเศรษฐ์,F,18-25,platinum,2025-04-30,STR-010,F > 18-25 > platinum,216,92832.5,429.78,1.33,11,89,10,2.7,0.1759
CUS-00877,กฤตพร แหยมศิริ,M,18-25,bronze,2025-08-09,STR-002,M > 18-25 > bronze,42,24480.35,582.87,1.05,111,33,10,3.05,0.2381
CUS-00878,สินสมุทร นิลวรรณ,F,36-45,platinum,2020-09-02,STR-001,F > 36-45 > platinum,242,102270.31,422.6,1.45,49,87,10,2.83,0.1612
CUS-00879,เอกวิทย์ นิระหานี,M,26-35,gold,2021-03-15,STR-003,M > 26-35 > gold,141,73284.13,519.75,1.28,35,74,10,3.26,0.1773
CUS-00880,เพชรมณี แหยมศิริ,F,36-45,platinum,2023-11-23,STR-008,F > 36-45 > platinum,210,92727.0,441.56,1.44,112,82,10,2.86,0.2
CUS-00881,เลิศเดช ถนัดเดินข่าว,F,18-25,silver,2024-01-07,STR-003,F > 18-25 > silver,95,34449.08,362.62,1.17,69,62,10,2.6,0.2316
CUS-00882,สุปรานี ประจันตะเสน,M,18-25,silver,2024-11-27,STR-009,M > 18-25 > silver,91,34975.33,384.34,1.25,65,64,10,2.6,0.1209
CUS-00883,นวรรษนันท์ นักรบ,M,65+,silver,2022-02-03,STR-009,M > 65+ > silver,99,43924.97,443.69,1.18,7,60,10,3.15,0.2424
CUS-00884,จักรีรัตน์ บุญส่ง,M,65+,silver,2021-10-18,STR-002,M > 65+ > silver,98,46411.76,473.59,1.14,51,66,10,3.01,0.2449
CUS-00885,สุภัทริดา สงประเสริฐ,F,46-55,bronze,2022-12-14,STR-009,F > 46-55 > bronze,58,24896.29,429.25,1.04,16,42,10,2.64,0.2414
CUS-00886,สุทกร เวียงจันทึก,M,18-25,gold,2025-09-03,STR-007,M > 18-25 > gold,135,59103.43,437.8,1.3,9,72,10,2.97,0.2222
CUS-00887,อธิตยา สงประเสริฐ,F,18-25,silver,2024-01-31,STR-010,F > 18-25 > silver,121,55005.05,454.59,1.26,113,68,10,2.85,0.1074
CUS-00888,วนาลี ทองเนื้อดี,M,65+,bronze,2024-05-06,STR-004,M > 65+ > bronze,33,13056.99,395.67,1.03,301,27,10,2.76,0.1515
CUS-00889,เนติลักษณ์ สุวรรณหงษ์,F,46-55,gold,2021-09-23,STR-010,F > 46-55 > gold,141,55119.12,390.92,1.28,48,72,10,2.61,0.1702
CUS-00890,ศิรินันท์ คณานุรักษ์,M,46-55,silver,2021-03-28,STR-002,M > 46-55 > silver,111,40980.68,369.2,1.21,185,65,10,2.51,0.1441
CUS-00891,ยศวัฒน์ นะวะมันดร,F,18-25,bronze,2021-06-15,STR-003,F > 18-25 > bronze,54,25870.61,479.09,1.15,6,38,10,2.98,0.1296
CUS-00892,หรรษา ถะเกิงชศ,F,26-35,bronze,2022-02-23,STR-002,F > 26-35 > bronze,51,28001.78,549.05,1.11,106,41,10,3.02,0.1176
CUS-00893,อนุบาล นิยมธรรม,M,65+,gold,2025-06-29,STR-009,M > 65+ > gold,156,62677.52,401.78,1.31,45,74,10,2.88,0.2436
CUS-00894,สหัสมณี ไสยกิจ,F,56-65,bronze,2024-02-09,STR-004,F > 56-65 > bronze,48,25754.7,536.56,1.04,230,37,10,3.35,0.1875
CUS-00895,วสิตา ธัญาโภชน์,F,18-25,bronze,2022-05-04,STR-008,F > 18-25 > bronze,52,31569.43,607.1,1.13,133,41,10,3.29,0.1923
CUS-00896,ภูวรา ตวงทอง,F,18-25,silver,2020-09-05,STR-006,F > 18-25 > silver,91,41188.4,452.62,1.18,62,59,10,2.87,0.1978
CUS-00897,วันฉัตร ดุษฎีวนิช,F,46-55,gold,2020-08-26,STR-010,F > 46-55 > gold,135,64699.04,479.25,1.22,49,71,10,3.2,0.1556
CUS-00898,นรีกานต์ ไตรบรรพ,M,18-25,gold,2023-05-29,STR-002,M > 18-25 > gold,153,59744.07,390.48,1.33,93,75,10,2.64,0.2353
CUS-00899,กิติวัฒน์ บุญศล,F,56-65,bronze,2022-08-04,STR-009,F > 56-65 > bronze,37,17447.65,471.56,1.12,48,30,10,2.76,0.2703
CUS-00900,มะลีวัลย์ ถนัดภาษา,M,26-35,silver,2022-10-15,STR-010,M > 26-35 > silver,96,42627.54,444.04,1.22,107,59,10,3.0,0.1354
CUS-00901,นาย นาถะพินธุ,F,26-35,silver,2024-08-27,STR-002,F > 26-35 > silver,104,49054.8,471.68,1.2,6,64,10,3.19,0.1827
CUS-00902,รูไกยะฮ์ ทันยุค,F,56-65,bronze,2025-02-21,STR-007,F > 56-65 > bronze,52,19751.73,379.84,1.13,112,35,10,2.94,0.1346
CUS-00903,โชคภาดล ทองประดิฐ,F,26-35,gold,2024-07-02,STR-009,F > 26-35 > gold,159,66460.82,417.99,1.29,51,78,10,2.75,0.1887
CUS-00904,นิรุตต์ ดาวอร่าม,M,26-35,silver,2024-12-19,STR-006,M > 26-35 > silver,91,35221.3,387.05,1.14,37,57,10,2.62,0.1758
CUS-00905,วรปรัชญ์ สุวรรณหงษ์,F,56-65,platinum,2023-08-22,STR-006,F > 56-65 > platinum,247,119676.08,484.52,1.46,17,93,10,3.23,0.1741
CUS-00906,กฤตเมธ ถนอมกุลบุตร,M,65+,silver,2023-08-17,STR-010,M > 65+ > silver,91,43125.21,473.9,1.15,34,61,10,3.01,0.2198
CUS-00907,พลภูมิ ทุมะบุตร์,M,56-65,bronze,2022-11-06,STR-006,M > 56-65 > bronze,57,22497.27,394.69,1.14,50,44,10,3.02,0.1228
CUS-00908,อัญพัชร์ ถ้วนศรี,Other,46-55,platinum,2020-01-01,STR-001,Other > 46-55 > platinum,230,92276.47,401.2,1.39,38,89,10,2.92,0.2043
CUS-00909,ฐิติยาพร บุญญาภิรมย์,Other,56-65,bronze,2021-07-07,STR-005,Other > 56-65 > bronze,56,20319.76,362.85,1.04,9,48,10,2.91,0.25
CUS-00910,ภควัฒน์ นิลวรรณ,M,26-35,bronze,2023-07-13,STR-001,M > 26-35 > bronze,51,22195.04,435.2,1.06,79,38,10,2.8,0.1176
CUS-00911,ปริญญา ติณรัตน์,F,65+,gold,2025-09-25,STR-009,F > 65+ > gold,147,57084.88,388.33,1.2,6,75,10,2.67,0.1905
CUS-00912,นิภา ดัตพันธุ์,F,56-65,bronze,2020-06-03,STR-008,F > 56-65 > bronze,48,23743.97,494.67,1.12,2,38,10,2.79,0.25
CUS-00913,รภัสพงษ์ ดุริยพันธุ์,M,26-35,bronze,2022-10-20,STR-004,M > 26-35 > bronze,47,21686.08,461.41,1.12,116,38,10,3.11,0.1489
CUS-00914,ประจิน ธัญเสถียร,M,36-45,bronze,2024-06-25,STR-010,M > 36-45 > bronze,46,16662.16,362.22,1.05,48,37,10,2.26,0.2174
CUS-00915,ประภัทร์สรณ์ ดัตพันธุ์,F,65+,bronze,2023-08-22,STR-008,F > 65+ > bronze,51,24397.33,478.38,1.13,119,35,10,2.88,0.1373
CUS-00916,ศภัคชคง นานายน,M,65+,gold,2021-01-25,STR-010,M > 65+ > gold,152,62078.32,408.41,1.29,73,77,10,2.63,0.1382
CUS-00917,ปิยบุตร หิรัญสาลี,F,18-25,gold,2024-04-11,STR-002,F > 18-25 > gold,126,58109.76,461.19,1.21,48,72,10,2.73,0.1825
CUS-00918,เอกวิทย์ ดีตพันธุ์,F,36-45,bronze,2024-11-13,STR-007,F > 36-45 > bronze,58,26454.45,456.11,1.18,27,40,10,3.03,0.1034
CUS-00919,พิมพ์สุดา นาถะเดชะ,F,18-25,gold,2022-07-17,STR-010,F > 18-25 > gold,157,69291.29,441.35,1.29,114,75,10,2.88,0.1911
CUS-00920,สุชิน เนื้อนุ่ม,F,65+,gold,2024-04-15,STR-001,F > 65+ > gold,133,60684.42,456.27,1.27,6,73,10,2.71,0.2105
CUS-00921,เพชรมณี นครเทพ,M,18-25,bronze,2021-09-04,STR-006,M > 18-25 > bronze,44,21945.19,498.75,1.05,9,39,9,3.5,0.2045
CUS-00922,เพียงกมล เตมิยะเดช,F,26-35,bronze,2024-05-28,STR-008,F > 26-35 > bronze,56,26489.11,473.02,1.08,48,42,10,3.21,0.1786
CUS-00923,จณิตตา ทุมะบุตร์,F,56-65,silver,2022-06-28,STR-007,F > 56-65 > silver,103,34266.57,332.69,1.18,51,57,10,2.46,0.1845
CUS-00924,เฉลิมรัฐ ศิวะวรเวท,M,46-55,bronze,2023-10-08,STR-002,M > 46-55 > bronze,38,15110.77,397.65,1.03,80,32,9,3.03,0.1579
CUS-00925,จีรยุทธ ไม้แดง,F,65+,bronze,2024-06-23,STR-005,F > 65+ > bronze,57,22998.41,403.48,1.14,76,42,10,3.12,0.193
CUS-00926,ซูไรดา นครเทพ,M,56-65,silver,2021-06-18,STR-003,M > 56-65 > silver,90,43092.4,478.8,1.17,158,57,10,2.83,0.1556
CUS-00927,นภนต์ ถมังรักษสัตว์,F,26-35,silver,2022-03-14,STR-009,F > 26-35 > silver,89,30814.57,346.23,1.27,112,54,10,2.43,0.236
CUS-00928,ทรรศนชัย นุชแนวนุ่ม,F,65+,silver,2022-09-19,STR-002,F > 65+ > silver,81,36186.82,446.75,1.17,63,53,10,2.51,0.284
CUS-00929,พรเบญญา นากกนก,M,46-55,bronze,2021-01-01,STR-002,M > 46-55 > bronze,49,22134.8,451.73,1.11,119,35,10,2.78,0.1429
CUS-00930,ไชยภพ ศรีวงค์,F,46-55,bronze,2022-02-19,STR-006,F > 46-55 > bronze,44,14535.0,330.34,1.1,52,35,10,2.32,0.2045
CUS-00931,เยาวรัตน์ จันอ้น,M,65+,bronze,2023-06-02,STR-003,M > 65+ > bronze,58,20485.66,353.2,1.09,171,48,10,2.57,0.2241
CUS-00932,ธนกิตต์ ธีวร,Other,56-65,gold,2024-12-16,STR-010,Other > 56-65 > gold,159,77856.88,489.67,1.24,50,78,10,2.91,0.1509
CUS-00933,อนุวัช นวลเพ็ง,M,18-25,platinum,2022-08-14,STR-004,M > 18-25 > platinum,248,107340.49,432.82,1.37,2,86,10,2.85,0.2137
CUS-00934,ชนิศา ไทยแท้,F,26-35,gold,2020-12-17,STR-002,F > 26-35 > gold,152,66943.7,440.42,1.33,9,78,10,2.94,0.1908
CUS-00935,พรรณปพร ขำเอนก,F,26-35,platinum,2021-08-27,STR-005,F > 26-35 > platinum,201,96997.66,482.58,1.35,16,85,10,2.92,0.2239
CUS-00936,พุทธิพงษ์ มนทอง,M,65+,gold,2023-06-03,STR-008,M > 65+ > gold,152,63039.7,414.73,1.26,11,81,10,3.18,0.2039
CUS-00937,พิมพ์พิชญา ตัณฑนุช,F,36-45,bronze,2022-05-17,STR-004,F > 36-45 > bronze,49,19632.7,400.67,1.07,162,38,10,2.71,0.2041
CUS-00938,คำมั่น ทองอยู่,F,36-45,silver,2021-08-01,STR-001,F > 36-45 > silver,83,27308.12,329.01,1.14,67,51,10,2.89,0.241
CUS-00939,ปิ่นบุญญา แจ้งสว่าง,M,65+,silver,2022-11-12,STR-003,M > 65+ > silver,81,32787.19,404.78,1.09,26,58,10,2.93,0.1358
CUS-00940,อธิตยา ศรีธนะเวทย์,M,26-35,gold,2023-01-16,STR-001,M > 26-35 > gold,129,59881.73,464.2,1.28,157,69,10,2.64,0.1628
CUS-00941,อธิตยา ธนประทีป,F,18-25,bronze,2023-01-16,STR-006,F > 18-25 > bronze,59,24396.22,413.5,1.11,161,43,10,2.69,0.1525
CUS-00942,มารุด ทองลาภ,F,18-25,bronze,2024-05-02,STR-004,F > 18-25 > bronze,49,21537.35,439.54,1.11,95,41,10,2.65,0.1837
CUS-00943,ภัคชัญญา ดาวกระจาย,Other,56-65,platinum,2021-02-11,STR-006,Other > 56-65 > platinum,239,107554.47,450.02,1.39,37,86,10,2.99,0.1967
CUS-00944,ศรีสวัสดิ์ ศรีธนะเวทย์,F,56-65,silver,2022-02-02,STR-004,F > 56-65 > silver,93,41145.38,442.42,1.26,21,60,10,3.2,0.172
CUS-00945,อดิสรณ์ วาทา,F,46-55,silver,2020-03-29,STR-001,F > 46-55 > silver,86,32322.15,375.84,1.16,28,62,10,2.59,0.1163
CUS-00946,ศิรณัฐ ฉิมพาลี,M,56-65,bronze,2025-06-29,STR-007,M > 56-65 > bronze,49,15015.06,306.43,1.14,130,38,10,2.29,0.1224
CUS-00947,นันทวรรณ เลิศกิ่ง,F,18-25,bronze,2023-12-12,STR-006,F > 18-25 > bronze,47,25325.76,538.85,1.15,51,36,10,2.74,0.1915
CUS-00948,ทวีวัฒน์ ตระกูลไม้เรียง,F,26-35,platinum,2025-08-15,STR-005,F > 26-35 > platinum,250,120153.11,480.61,1.38,38,92,10,2.95,0.196
CUS-00949,จณิสตา ดาบเงิน,F,65+,bronze,2024-05-04,STR-001,F > 65+ > bronze,43,17516.1,407.35,1.16,71,40,9,3.07,0.2326
CUS-00950,วณัฐดา กุมารบุญ,F,36-45,bronze,2023-10-31,STR-007,F > 36-45 > bronze,45,16941.1,376.47,1.18,79,38,10,2.91,0.2444
CUS-00951,ยศวัฒน์ ไทยแท้,F,18-25,gold,2025-11-02,STR-010,F > 18-25 > gold,140,65197.24,465.69,1.22,27,76,10,2.67,0.1857
CUS-00952,จริยฉัตร ทวีเดช,F,65+,bronze,2022-09-11,STR-010,F > 65+ > bronze,52,16502.53,317.36,1.02,118,39,10,2.42,0.2885
CUS-00953,พิพิธธน ไทนิยม,M,36-45,platinum,2023-09-10,STR-008,M > 36-45 > platinum,238,101167.72,425.07,1.5,10,91,10,2.87,0.1555
CUS-00954,ธีรวัช ถนัดกลึง,F,26-35,silver,2022-04-08,STR-003,F > 26-35 > silver,87,50942.72,585.55,1.13,38,61,10,3.43,0.1724
CUS-00955,อเนชา วุฑฒยากร,M,65+,gold,2021-07-07,STR-007,M > 65+ > gold,128,55114.61,430.58,1.36,51,66,10,2.9,0.1719
CUS-00956,โกวิทย์ โพธิสัตย์,Other,26-35,silver,2021-10-09,STR-006,Other > 26-35 > silver,97,46414.17,478.5,1.15,70,60,10,3.24,0.1649
CUS-00957,ทองสิริ ประจันตะเสน,M,56-65,platinum,2021-04-29,STR-003,M > 56-65 > platinum,256,110276.14,430.77,1.52,26,85,10,2.93,0.2031
CUS-00958,พันเทพ ตั้งกุลงาม,M,26-35,gold,2023-07-29,STR-007,M > 26-35 > gold,164,68025.75,414.79,1.38,9,79,10,2.71,0.2012
CUS-00959,ณปภัช นาคสุทิน,Other,36-45,silver,2023-01-26,STR-003,Other > 36-45 > silver,87,34419.4,395.63,1.14,187,60,10,2.6,0.1954
CUS-00960,อณาวิน นาคะนคร,F,18-25,bronze,2020-04-17,STR-010,F > 18-25 > bronze,52,20079.5,386.14,1.06,186,42,10,2.44,0.1731
CUS-00961,พิชาภพ บุญส่ง,F,56-65,silver,2022-08-03,STR-010,F > 56-65 > silver,79,33328.46,421.88,1.27,55,57,10,3.25,0.1139
CUS-00962,สันติราษฎร์ ทำประดู่,M,65+,bronze,2020-11-21,STR-008,M > 65+ > bronze,56,25209.16,450.16,1.02,47,41,10,3.0,0.125
CUS-00963,จิณภัทตา ตัณฑนุช,M,56-65,silver,2024-03-11,STR-003,M > 56-65 > silver,91,38586.56,424.03,1.18,27,53,10,3.04,0.1209
CUS-00964,ธเนษฐ ธัญเสถียร,F,46-55,silver,2021-11-01,STR-004,F > 46-55 > silver,109,48032.2,440.66,1.24,17,65,10,3.06,0.1651
CUS-00965,พงษ์นเรศ ภูภักดี,M,46-55,gold,2020-03-02,STR-005,M > 46-55 > gold,162,63611.55,392.66,1.33,95,77,10,2.6,0.1605
CUS-00966,ฐิตาพร นาคะนคร,Other,26-35,gold,2022-04-10,STR-004,Other > 26-35 > gold,135,54414.73,403.07,1.16,8,74,10,2.75,0.2148
CUS-00967,พศร ถนัดรักษา,M,46-55,gold,2025-06-29,STR-006,M > 46-55 > gold,129,46224.6,358.33,1.3,51,74,10,2.51,0.1783
CUS-00968,นาวีตา ธูปหอม,F,26-35,silver,2020-06-20,STR-010,F > 26-35 > silver,96,37142.28,386.9,1.22,11,63,10,2.51,0.1979
CUS-00969,สีหราช ถนัดรบ,F,46-55,gold,2024-06-02,STR-010,F > 46-55 > gold,145,58647.81,404.47,1.25,2,78,10,2.7,0.1586
CUS-00970,จีรยุทธ นฤภัย,F,56-65,silver,2025-11-21,STR-001,F > 56-65 > silver,96,33863.23,352.74,1.19,1,57,10,2.89,0.1667
CUS-00971,ทิมาภรณ์ นิษประปัญจ์,F,46-55,silver,2020-06-22,STR-004,F > 46-55 > silver,84,36555.88,435.19,1.18,71,60,10,2.96,0.1548
CUS-00972,จุฑารัตน์ ธรรมฤดี,F,46-55,platinum,2020-06-09,STR-009,F > 46-55 > platinum,259,116205.25,448.67,1.44,27,91,10,3.03,0.1892
CUS-00973,อุลัยพร ถาวรายุศม์,M,65+,platinum,2022-02-16,STR-005,M > 65+ > platinum,236,104109.5,441.14,1.46,66,90,10,2.9,0.2246
CUS-00974,มนัญชยา ธูปะวิโรจน์,M,36-45,gold,2023-03-17,STR-008,M > 36-45 > gold,130,53156.8,408.9,1.21,0,74,10,2.81,0.2462
CUS-00975,ปัณณธร ทองสีไพล,M,36-45,silver,2020-08-11,STR-009,M > 36-45 > silver,106,43419.46,409.62,1.18,47,66,10,2.64,0.1604
CUS-00976,ธาเอก ถนัดรบ,F,46-55,gold,2025-01-24,STR-002,F > 46-55 > gold,178,80742.49,453.61,1.25,8,85,10,2.79,0.1517
CUS-00977,นิรุตต์ บุนยะตีรณะ,F,18-25,bronze,2021-07-08,STR-007,F > 18-25 > bronze,51,17170.24,336.67,1.11,129,40,10,2.57,0.1961
CUS-00978,พันเทพ ร่มธิติรัตน์,M,46-55,bronze,2025-02-01,STR-010,M > 46-55 > bronze,46,25752.71,559.84,1.07,232,39,9,3.2,0.1739
CUS-00979,ยอดแมน เลขะพันธุ์,F,26-35,gold,2021-01-04,STR-005,F > 26-35 > gold,146,48334.63,331.06,1.32,142,75,10,2.4,0.2534
CUS-00980,ยุภา ไทยแท้,M,65+,platinum,2021-11-02,STR-002,M > 65+ > platinum,260,108272.66,416.43,1.59,15,89,10,2.74,0.1769
CUS-00981,ชรินทร์ทิพย์ ทองสินธุ์,M,65+,silver,2024-01-26,STR-002,M > 65+ > silver,103,47722.09,463.32,1.2,111,55,10,3.33,0.1456
CUS-00982,ฉัตรปรียา เธียรายัน,F,46-55,gold,2025-09-26,STR-010,F > 46-55 > gold,139,50018.67,359.85,1.28,156,77,10,2.46,0.2014
CUS-00983,สมปอง เตชะกำพุ,F,46-55,silver,2020-06-28,STR-003,F > 46-55 > silver,99,47945.77,484.3,1.19,27,59,10,2.76,0.1212
CUS-00984,ประยุทธ์ ถ้วนศรี,F,56-65,gold,2021-09-06,STR-003,F > 56-65 > gold,178,77632.5,436.14,1.32,80,70,10,2.98,0.2191
CUS-00985,สุรนีย์ แท่นทอง,F,26-35,gold,2020-07-29,STR-007,F > 26-35 > gold,153,69485.84,454.16,1.29,74,74,10,2.79,0.1699
CUS-00986,ซุกรี นครเทพ,M,65+,gold,2025-01-01,STR-005,M > 65+ > gold,139,69483.03,499.88,1.31,10,77,10,2.99,0.2014
CUS-00987,จักรชัย ถนอมพล,F,18-25,gold,2022-04-10,STR-001,F > 18-25 > gold,132,61502.12,465.93,1.26,62,73,10,2.9,0.197
CUS-00988,เนตรฤดี นาฏคายี,F,36-45,bronze,2025-07-31,STR-008,F > 36-45 > bronze,50,20365.23,407.3,1.16,133,39,10,3.1,0.26
CUS-00989,ศิริญา ฉัพพรรณธนกูร,F,18-25,silver,2025-07-14,STR-004,F > 18-25 > silver,107,38304.67,357.99,1.29,69,64,10,2.65,0.2056
CUS-00990,ยนงคราญ บุนยะศัพท์,M,65+,silver,2024-08-06,STR-008,M > 65+ > silver,89,35793.22,402.17,1.25,48,65,10,2.93,0.1573
CUS-00991,เอกอธิพงษ์ ตั้งเผ่า,M,56-65,bronze,2023-02-13,STR-010,M > 56-65 > bronze,36,14920.04,414.45,1.09,26,32,10,2.75,0.1389
CUS-00992,ยูซุฟ หอมสิน,F,26-35,bronze,2021-08-30,STR-001,F > 26-35 > bronze,50,13462.75,269.26,1.14,163,37,9,2.0,0.12
CUS-00993,ปรายกานต์ สุวรรณหงษ์,F,18-25,bronze,2020-05-12,STR-010,F > 18-25 > bronze,50,14095.92,281.92,1.09,230,41,10,2.38,0.18
CUS-00994,อารีย์ บุญส่ง,F,36-45,bronze,2020-12-25,STR-001,F > 36-45 > bronze,44,26360.56,599.1,1.1,80,37,10,3.86,0.1136
CUS-00995,พิมพ์สุดา บุนยะตีรณะ,M,26-35,bronze,2023-03-10,STR-010,M > 26-35 > bronze,49,23648.47,482.62,1.11,79,40,10,3.29,0.2449
CUS-00996,สุภาพร เตชะกำพุ,F,65+,silver,2021-12-27,STR-008,F > 65+ > silver,90,49117.42,545.75,1.2,115,59,10,3.06,0.1556
CUS-00997,สัญชาน ศิวะวรเวท,F,36-45,platinum,2021-01-16,STR-005,F > 36-45 > platinum,207,85151.43,411.36,1.35,1,85,10,2.76,0.2029
CUS-00998,จีราภรณ์ ถมปัด,M,46-55,gold,2024-10-16,STR-009,M > 46-55 > gold,125,51459.45,411.68,1.16,37,70,10,2.77,0.168
CUS-00999,ศุภาศิล ไทยสุชาต,M,46-55,bronze,2023-01-29,STR-006,M > 46-55 > bronze,39,13464.85,345.25,1.11,51,36,10,2.64,0.2051
CUS-01000,รภัสพงษ์ ถนอมกุลบุตร,F,56-65,bronze,2022-05-06,STR-010,F > 56-65 > bronze,52,21804.66,419.32,1.13,172,46,10,2.29,0.1731
